iso3,year_id,fatalities,events_count,battles_count,protests_count,conflict_type,source,loaded_at
SDN,2014,4165,1367,269,203,Violence against civilians,acled,2026-04-20 19:50:05
KHM,2014,23,270,2,230,Protests,acled,2026-04-20 19:50:05
MWI,2014,11,35,0,28,Riots,acled,2026-04-20 19:50:05
ZAF,2014,154,1090,2,986,Riots,acled,2026-04-20 19:50:05
BGD,2014,391,1124,199,656,Riots,acled,2026-04-20 19:50:05
LBR,2014,26,114,1,97,Protests,acled,2026-04-20 19:50:05
TUN,2014,104,301,54,193,Protests,acled,2026-04-20 19:50:05
PAK,2014,5415,4200,537,2552,Protests,acled,2026-04-20 19:50:05
KEN,2014,613,472,71,288,Protests,acled,2026-04-20 19:50:05
ZMB,2014,7,114,6,74,Riots,acled,2026-04-20 19:50:05
NPL,2014,6,250,1,235,Protests,acled,2026-04-20 19:50:05
SOM,2014,4470,2946,1534,211,Battles,acled,2026-04-20 19:50:05
DJI,2014,11,23,8,1,Violence against civilians,acled,2026-04-20 19:50:05
BWA,2014,0,5,0,4,Protests,acled,2026-04-20 19:50:05
VNM,2014,29,47,1,29,Protests,acled,2026-04-20 19:50:05
SLE,2014,2,16,1,11,Riots,acled,2026-04-20 19:50:05
NGA,2014,11389,1526,303,626,Violence against civilians,acled,2026-04-20 19:50:05
EGY,2014,1363,1591,288,882,Protests,acled,2026-04-20 19:50:05
ETH,2014,335,132,33,79,Protests,acled,2026-04-20 19:50:05
TGO,2014,0,14,0,13,Protests,acled,2026-04-20 19:50:05
DZA,2014,229,283,76,175,Protests,acled,2026-04-20 19:50:05
BDI,2014,73,74,17,16,Violence against civilians,acled,2026-04-20 19:50:05
GAB,2014,2,14,0,14,Protests,acled,2026-04-20 19:50:05
GHA,2014,14,49,5,35,Protests,acled,2026-04-20 19:50:05
GNB,2014,22,5,0,0,Violence against civilians,acled,2026-04-20 19:50:05
MRT,2014,1,51,0,49,Protests,acled,2026-04-20 19:50:05
MLI,2014,382,158,43,20,Explosions/Remote violence,acled,2026-04-20 19:50:05
MAR,2014,4,137,3,110,Protests,acled,2026-04-20 19:50:05
MOZ,2014,57,142,56,44,Battles,acled,2026-04-20 19:50:05
RWA,2014,4,12,1,5,Protests,acled,2026-04-20 19:50:05
SEN,2014,11,130,2,112,Protests,acled,2026-04-20 19:50:05
SWZ,2014,0,11,1,8,Protests,acled,2026-04-20 19:50:05
MMR,2014,501,898,287,465,Protests,acled,2026-04-20 19:50:05
ERI,2014,10,3,0,2,Protests,acled,2026-04-20 19:50:05
TCD,2014,50,20,3,10,Protests,acled,2026-04-20 19:50:05
LSO,2014,1,10,3,0,Strategic developments,acled,2026-04-20 19:50:05
SSD,2014,6447,1008,540,69,Battles,acled,2026-04-20 19:50:05
GMB,2014,3,8,0,4,Violence against civilians,acled,2026-04-20 19:50:05
LAO,2014,0,1,0,1,Protests,acled,2026-04-20 19:50:05
CIV,2014,33,100,17,62,Protests,acled,2026-04-20 19:50:05
GIN,2014,13,40,4,30,Riots,acled,2026-04-20 19:50:05
COG,2014,11,19,1,6,Violence against civilians,acled,2026-04-20 19:50:05
LBY,2014,3351,1611,602,232,Battles,acled,2026-04-20 19:50:05
BEN,2014,0,7,0,7,Protests,acled,2026-04-20 19:50:05
COD,2014,1233,1051,363,205,Battles,acled,2026-04-20 19:50:05
ZWE,2014,7,198,5,118,Protests,acled,2026-04-20 19:50:05
THA,2014,424,1303,179,417,Protests,acled,2026-04-20 19:50:05
MDG,2014,465,133,39,56,Battles,acled,2026-04-20 19:50:05
CAF,2014,3618,1047,257,150,Violence against civilians,acled,2026-04-20 19:50:05
CMR,2014,1366,122,70,10,Battles,acled,2026-04-20 19:50:05
TZA,2014,36,67,8,34,Protests,acled,2026-04-20 19:50:05
BFA,2014,36,123,13,101,Protests,acled,2026-04-20 19:50:05
AGO,2014,0,8,0,6,Protests,acled,2026-04-20 19:50:05
NAM,2014,5,64,2,55,Protests,acled,2026-04-20 19:50:05
NER,2014,38,20,8,6,Battles,acled,2026-04-20 19:50:05
GNQ,2014,0,2,0,2,Protests,acled,2026-04-20 19:50:05
UGA,2014,195,114,13,45,Violence against civilians,acled,2026-04-20 19:50:05
LKA,2014,6,157,1,125,Protests,acled,2026-04-20 19:50:05
TUN,2015,161,466,34,367,Protests,acled,2026-04-20 19:50:05
BGD,2015,502,1937,137,1545,Riots,acled,2026-04-20 19:50:05
KHM,2015,9,146,1,133,Protests,acled,2026-04-20 19:50:05
PAK,2015,4503,4895,571,3453,Protests,acled,2026-04-20 19:50:05
LBR,2015,4,70,0,60,Protests,acled,2026-04-20 19:50:05
MWI,2015,12,52,2,46,Riots,acled,2026-04-20 19:50:05
ZMB,2015,8,108,8,69,Protests,acled,2026-04-20 19:50:05
VNM,2015,3,83,1,52,Protests,acled,2026-04-20 19:50:05
EGY,2015,2857,1230,308,311,Explosions/Remote violence,acled,2026-04-20 19:50:05
KEN,2015,534,342,41,227,Riots,acled,2026-04-20 19:50:05
ZAF,2015,211,1512,12,1396,Riots,acled,2026-04-20 19:50:05
ETH,2015,811,379,66,290,Protests,acled,2026-04-20 19:50:05
MMR,2015,1287,1178,632,337,Battles,acled,2026-04-20 19:50:05
BWA,2015,0,4,0,2,Protests,acled,2026-04-20 19:50:05
NPL,2015,51,751,4,730,Protests,acled,2026-04-20 19:50:05
SDN,2015,3496,1367,308,160,Violence against civilians,acled,2026-04-20 19:50:05
BDI,2015,1111,1579,189,456,Violence against civilians,acled,2026-04-20 19:50:05
NGA,2015,11119,1685,297,812,Protests,acled,2026-04-20 19:50:05
SOM,2015,4137,2366,1253,209,Battles,acled,2026-04-20 19:50:05
DJI,2015,27,9,1,2,Violence against civilians,acled,2026-04-20 19:50:05
SWZ,2015,3,8,0,3,Violence against civilians,acled,2026-04-20 19:50:05
AGO,2015,23,14,1,7,Protests,acled,2026-04-20 19:50:05
DZA,2015,154,356,60,278,Protests,acled,2026-04-20 19:50:05
SLE,2015,2,26,0,22,Protests,acled,2026-04-20 19:50:05
GHA,2015,32,92,10,69,Protests,acled,2026-04-20 19:50:05
RWA,2015,4,29,1,23,Protests,acled,2026-04-20 19:50:05
TGO,2015,8,18,0,16,Protests,acled,2026-04-20 19:50:05
LAO,2015,5,9,7,1,Battles,acled,2026-04-20 19:50:05
BEN,2015,3,8,2,5,Protests,acled,2026-04-20 19:50:05
TCD,2015,429,40,17,6,Battles,acled,2026-04-20 19:50:05
GAB,2015,0,20,0,18,Protests,acled,2026-04-20 19:50:05
GMB,2015,0,23,0,16,Protests,acled,2026-04-20 19:50:05
MRT,2015,1,39,2,35,Protests,acled,2026-04-20 19:50:05
MLI,2015,434,176,98,15,Battles,acled,2026-04-20 19:50:05
MAR,2015,4,126,0,116,Protests,acled,2026-04-20 19:50:05
NER,2015,988,72,32,13,Battles,acled,2026-04-20 19:50:05
LSO,2015,4,6,1,2,Violence against civilians,acled,2026-04-20 19:50:05
SEN,2015,1,95,5,83,Protests,acled,2026-04-20 19:50:05
COG,2015,4,30,0,24,Riots,acled,2026-04-20 19:50:05
SSD,2015,3567,890,427,46,Battles,acled,2026-04-20 19:50:05
IDN,2015,103,605,32,486,Protests,acled,2026-04-20 19:50:05
CIV,2015,24,71,4,62,Riots,acled,2026-04-20 19:50:05
YEM,2015,17496,8059,2028,285,Explosions/Remote violence,acled,2026-04-20 19:50:05
SAU,2015,878,442,68,1,Explosions/Remote violence,acled,2026-04-20 19:50:05
LBY,2015,3081,1430,522,200,Battles,acled,2026-04-20 19:50:05
GIN,2015,34,54,2,45,Riots,acled,2026-04-20 19:50:05
COD,2015,1791,839,295,219,Battles,acled,2026-04-20 19:50:05
ZWE,2015,19,264,4,157,Violence against civilians,acled,2026-04-20 19:50:05
THA,2015,251,779,117,189,Explosions/Remote violence,acled,2026-04-20 19:50:05
BFA,2015,23,116,7,100,Protests,acled,2026-04-20 19:50:05
MDG,2015,192,102,21,65,Riots,acled,2026-04-20 19:50:05
NAM,2015,4,74,0,72,Protests,acled,2026-04-20 19:50:05
MOZ,2015,48,44,13,21,Battles,acled,2026-04-20 19:50:05
CAF,2015,525,352,91,90,Violence against civilians,acled,2026-04-20 19:50:05
TZA,2015,35,78,11,47,Riots,acled,2026-04-20 19:50:05
CMR,2015,1439,135,42,18,Battles,acled,2026-04-20 19:50:05
GNQ,2015,0,1,0,0,Violence against civilians,acled,2026-04-20 19:50:05
ERI,2015,3,5,2,0,Explosions/Remote violence,acled,2026-04-20 19:50:05
GNB,2015,1,2,0,1,Protests,acled,2026-04-20 19:50:05
UGA,2015,29,215,12,153,Protests,acled,2026-04-20 19:50:05
LKA,2015,9,278,6,252,Protests,acled,2026-04-20 19:50:05
IND,2016,1661,13348,693,11814,Protests,acled,2026-04-20 19:50:05
KEN,2016,242,307,49,199,Riots,acled,2026-04-20 19:50:05
TUN,2016,120,748,47,634,Protests,acled,2026-04-20 19:50:05
NPL,2016,8,391,2,372,Protests,acled,2026-04-20 19:50:05
VNM,2016,5,66,0,45,Protests,acled,2026-04-20 19:50:05
IRQ,2016,56331,10511,2670,146,Explosions/Remote violence,acled,2026-04-20 19:50:05
SOM,2016,5950,2681,1131,214,Battles,acled,2026-04-20 19:50:05
MMR,2016,613,1107,455,258,Battles,acled,2026-04-20 19:50:05
EGY,2016,1721,737,189,260,Protests,acled,2026-04-20 19:50:05
MAR,2016,6,110,0,104,Protests,acled,2026-04-20 19:50:05
NGA,2016,4896,1408,337,668,Protests,acled,2026-04-20 19:50:05
LBN,2016,221,924,140,534,Protests,acled,2026-04-20 19:50:05
TUR,2016,4489,4253,1190,2206,Protests,acled,2026-04-20 19:50:05
YEM,2016,15661,9089,1932,112,Explosions/Remote violence,acled,2026-04-20 19:50:05
MWI,2016,23,63,0,57,Riots,acled,2026-04-20 19:50:05
TCD,2016,45,40,3,28,Protests,acled,2026-04-20 19:50:05
BGD,2016,421,822,127,536,Riots,acled,2026-04-20 19:50:05
SDN,2016,3904,1420,268,204,Violence against civilians,acled,2026-04-20 19:50:05
ISR,2016,16,208,12,149,Protests,acled,2026-04-20 19:50:05
IRN,2016,269,1757,57,1620,Protests,acled,2026-04-20 19:50:05
ZAF,2016,139,1435,3,1354,Protests,acled,2026-04-20 19:50:05
PAK,2016,2216,4436,426,3433,Protests,acled,2026-04-20 19:50:05
LBR,2016,8,62,3,51,Riots,acled,2026-04-20 19:50:05
KHM,2016,6,216,1,201,Protests,acled,2026-04-20 19:50:05
ZMB,2016,6,126,1,83,Riots,acled,2026-04-20 19:50:05
PSE,2016,177,1206,133,556,Riots,acled,2026-04-20 19:50:05
BDI,2016,453,1191,65,121,Violence against civilians,acled,2026-04-20 19:50:05
DZA,2016,129,357,48,276,Protests,acled,2026-04-20 19:50:05
BHR,2016,4,3163,1,3141,Protests,acled,2026-04-20 19:50:05
SAU,2016,1262,715,122,9,Explosions/Remote violence,acled,2026-04-20 19:50:05
PHL,2016,4533,3401,397,193,Violence against civilians,acled,2026-04-20 19:50:05
MLI,2016,320,167,71,15,Battles,acled,2026-04-20 19:50:05
TGO,2016,5,10,1,7,Riots,acled,2026-04-20 19:50:05
SLE,2016,7,24,3,19,Riots,acled,2026-04-20 19:50:05
ETH,2016,2515,1218,148,898,Protests,acled,2026-04-20 19:50:05
BWA,2016,1,6,0,5,Riots,acled,2026-04-20 19:50:05
JOR,2016,65,112,8,95,Protests,acled,2026-04-20 19:50:05
DJI,2016,0,5,2,1,Violence against civilians,acled,2026-04-20 19:50:05
KWT,2016,0,13,1,10,Protests,acled,2026-04-20 19:50:05
AGO,2016,115,45,15,19,Protests,acled,2026-04-20 19:50:05
BEN,2016,22,17,3,10,Protests,acled,2026-04-20 19:50:05
GAB,2016,7,26,1,20,Riots,acled,2026-04-20 19:50:05
GMB,2016,4,14,1,6,Protests,acled,2026-04-20 19:50:05
GHA,2016,42,121,10,96,Protests,acled,2026-04-20 19:50:05
SSD,2016,3686,1013,441,54,Battles,acled,2026-04-20 19:50:05
SWZ,2016,0,6,0,6,Protests,acled,2026-04-20 19:50:05
IDN,2016,52,434,14,365,Protests,acled,2026-04-20 19:50:05
RWA,2016,8,9,5,1,Battles,acled,2026-04-20 19:50:05
MOZ,2016,105,125,37,13,Violence against civilians,acled,2026-04-20 19:50:05
LSO,2016,4,5,0,0,Violence against civilians,acled,2026-04-20 19:50:05
COG,2016,78,39,12,4,Battles,acled,2026-04-20 19:50:05
LAO,2016,9,8,2,0,Violence against civilians,acled,2026-04-20 19:50:05
ERI,2016,37,7,3,0,Battles,acled,2026-04-20 19:50:05
GNB,2016,0,3,0,3,Protests,acled,2026-04-20 19:50:05
CIV,2016,89,66,12,49,Riots,acled,2026-04-20 19:50:05
GIN,2016,4,47,3,37,Riots,acled,2026-04-20 19:50:05
GNQ,2016,0,8,0,1,Strategic developments,acled,2026-04-20 19:50:05
LBY,2016,3333,1164,430,108,Battles,acled,2026-04-20 19:50:05
OMN,2016,0,3,0,0,Strategic developments,acled,2026-04-20 19:50:05
COD,2016,1740,969,336,246,Battles,acled,2026-04-20 19:50:05
ZWE,2016,7,229,5,138,Protests,acled,2026-04-20 19:50:05
THA,2016,253,759,116,129,Explosions/Remote violence,acled,2026-04-20 19:50:05
BFA,2016,81,104,15,76,Protests,acled,2026-04-20 19:50:05
MDG,2016,177,105,29,62,Protests,acled,2026-04-20 19:50:05
SEN,2016,18,55,3,45,Protests,acled,2026-04-20 19:50:05
CAF,2016,739,300,88,44,Violence against civilians,acled,2026-04-20 19:50:05
TZA,2016,46,51,5,32,Riots,acled,2026-04-20 19:50:05
NER,2016,367,82,46,18,Battles,acled,2026-04-20 19:50:05
NAM,2016,0,46,0,43,Protests,acled,2026-04-20 19:50:05
CMR,2016,721,298,89,41,Violence against civilians,acled,2026-04-20 19:50:05
UGA,2016,278,245,26,146,Riots,acled,2026-04-20 19:50:05
MRT,2016,0,23,0,21,Protests,acled,2026-04-20 19:50:05
LKA,2016,4,425,1,415,Protests,acled,2026-04-20 19:50:05
ISR,2017,11,432,6,370,Protests,acled,2026-04-20 19:50:05
IND,2017,1399,13870,769,12180,Protests,acled,2026-04-20 19:50:05
TGO,2017,44,59,1,50,Protests,acled,2026-04-20 19:50:05
IRQ,2017,31958,5298,1681,55,Explosions/Remote violence,acled,2026-04-20 19:50:05
GHA,2017,89,115,10,85,Protests,acled,2026-04-20 19:50:05
NGA,2017,4949,1643,383,727,Protests,acled,2026-04-20 19:50:05
NPL,2017,19,616,4,456,Protests,acled,2026-04-20 19:50:05
ZAF,2017,117,1047,5,999,Protests,acled,2026-04-20 19:50:05
GAB,2017,0,19,0,17,Protests,acled,2026-04-20 19:50:05
TUN,2017,27,774,30,678,Protests,acled,2026-04-20 19:50:05
DZA,2017,145,541,45,458,Protests,acled,2026-04-20 19:50:05
IRN,2017,185,2582,28,2454,Protests,acled,2026-04-20 19:50:05
EGY,2017,1544,588,230,140,Battles,acled,2026-04-20 19:50:05
LBN,2017,389,756,114,450,Protests,acled,2026-04-20 19:50:05
ETH,2017,1355,494,158,194,Battles,acled,2026-04-20 19:50:05
MWI,2017,19,49,0,48,Riots,acled,2026-04-20 19:50:05
MMR,2017,1408,1099,481,235,Battles,acled,2026-04-20 19:50:05
ZMB,2017,2,38,0,24,Riots,acled,2026-04-20 19:50:05
TUR,2017,2660,1760,645,678,Protests,acled,2026-04-20 19:50:05
TCD,2017,296,26,11,5,Battles,acled,2026-04-20 19:50:05
YEM,2017,17651,8542,2067,139,Explosions/Remote violence,acled,2026-04-20 19:50:05
KEN,2017,764,964,102,614,Riots,acled,2026-04-20 19:50:05
SOM,2017,6122,3040,1111,211,Battles,acled,2026-04-20 19:50:05
LBR,2017,7,57,4,47,Riots,acled,2026-04-20 19:50:05
SDN,2017,1304,820,156,181,Violence against civilians,acled,2026-04-20 19:50:05
GNB,2017,0,16,0,13,Protests,acled,2026-04-20 19:50:05
BGD,2017,227,570,86,400,Protests,acled,2026-04-20 19:50:05
VNM,2017,3,59,1,38,Protests,acled,2026-04-20 19:50:05
LSO,2017,4,4,1,0,Strategic developments,acled,2026-04-20 19:50:05
AGO,2017,67,92,19,43,Protests,acled,2026-04-20 19:50:05
SLE,2017,5,36,1,25,Riots,acled,2026-04-20 19:50:05
KHM,2017,5,112,0,105,Protests,acled,2026-04-20 19:50:05
PAK,2017,1719,4739,370,3973,Protests,acled,2026-04-20 19:50:05
KWT,2017,0,4,0,4,Protests,acled,2026-04-20 19:50:05
IDN,2017,53,332,16,239,Protests,acled,2026-04-20 19:50:05
BHR,2017,18,3758,6,3720,Protests,acled,2026-04-20 19:50:05
DJI,2017,0,5,0,3,Protests,acled,2026-04-20 19:50:05
SAU,2017,1432,766,184,3,Explosions/Remote violence,acled,2026-04-20 19:50:05
ERI,2017,1,7,0,4,Riots,acled,2026-04-20 19:50:05
RWA,2017,4,7,0,1,Violence against civilians,acled,2026-04-20 19:50:05
BEN,2017,15,39,4,30,Protests,acled,2026-04-20 19:50:05
PHL,2017,4358,3179,716,415,Violence against civilians,acled,2026-04-20 19:50:05
BDI,2017,285,841,23,168,Violence against civilians,acled,2026-04-20 19:50:05
GMB,2017,6,40,1,28,Riots,acled,2026-04-20 19:50:05
MAR,2017,4,185,4,171,Protests,acled,2026-04-20 19:50:05
SWZ,2017,0,3,0,3,Protests,acled,2026-04-20 19:50:05
JOR,2017,35,132,3,113,Protests,acled,2026-04-20 19:50:05
PSE,2017,124,1665,69,1134,Riots,acled,2026-04-20 19:50:05
QAT,2017,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
LAO,2017,4,8,1,3,Violence against civilians,acled,2026-04-20 19:50:05
SSD,2017,4859,1238,619,48,Battles,acled,2026-04-20 19:50:05
MLI,2017,946,473,183,37,Battles,acled,2026-04-20 19:50:05
MRT,2017,2,56,0,52,Protests,acled,2026-04-20 19:50:05
COG,2017,21,17,3,9,Protests,acled,2026-04-20 19:50:05
MOZ,2017,129,100,13,55,Riots,acled,2026-04-20 19:50:05
CIV,2017,43,105,18,78,Riots,acled,2026-04-20 19:50:05
GIN,2017,47,68,3,62,Riots,acled,2026-04-20 19:50:05
GNQ,2017,5,9,0,3,Violence against civilians,acled,2026-04-20 19:50:05
LBY,2017,1707,1039,294,149,Explosions/Remote violence,acled,2026-04-20 19:50:05
AFG,2017,36607,13019,8440,136,Battles,acled,2026-04-20 19:50:05
NER,2017,240,56,26,11,Battles,acled,2026-04-20 19:50:05
COD,2017,3211,1065,448,234,Battles,acled,2026-04-20 19:50:05
ZWE,2017,9,298,10,121,Violence against civilians,acled,2026-04-20 19:50:05
THA,2017,162,515,73,163,Explosions/Remote violence,acled,2026-04-20 19:50:05
MDG,2017,210,170,58,52,Violence against civilians,acled,2026-04-20 19:50:05
CAF,2017,1832,448,178,45,Battles,acled,2026-04-20 19:50:05
CMR,2017,741,419,113,65,Violence against civilians,acled,2026-04-20 19:50:05
BFA,2017,117,205,35,95,Protests,acled,2026-04-20 19:50:05
NAM,2017,2,27,1,25,Protests,acled,2026-04-20 19:50:05
TZA,2017,280,89,9,14,Violence against civilians,acled,2026-04-20 19:50:05
SEN,2017,1,53,1,49,Protests,acled,2026-04-20 19:50:05
OMN,2017,0,1,0,0,Violence against civilians,acled,2026-04-20 19:50:05
ARE,2017,0,1,0,1,Protests,acled,2026-04-20 19:50:05
UGA,2017,66,226,18,138,Protests,acled,2026-04-20 19:50:05
BWA,2017,0,5,0,5,Riots,acled,2026-04-20 19:50:05
LKA,2017,2,395,1,380,Protests,acled,2026-04-20 19:50:05
SYR,2017,54333,31427,8760,216,Explosions/Remote violence,acled,2026-04-20 19:50:05
TUN,2018,34,714,20,631,Protests,acled,2026-04-20 19:50:05
GAB,2018,0,30,1,24,Protests,acled,2026-04-20 19:50:05
IND,2018,2121,18647,1121,15965,Protests,acled,2026-04-20 19:50:05
MRT,2018,3,69,2,61,Protests,acled,2026-04-20 19:50:05
EGY,2018,1115,497,166,82,Battles,acled,2026-04-20 19:50:05
ZAF,2018,114,1107,6,1048,Protests,acled,2026-04-20 19:50:05
NGA,2018,6163,2051,476,643,Violence against civilians,acled,2026-04-20 19:50:05
DZA,2018,66,703,16,577,Protests,acled,2026-04-20 19:50:05
KEN,2018,465,652,90,374,Protests,acled,2026-04-20 19:50:05
SOM,2018,5800,3238,1480,153,Battles,acled,2026-04-20 19:50:05
TUR,2018,991,3085,602,1915,Protests,acled,2026-04-20 19:50:05
YEM,2018,34274,11481,3690,384,Explosions/Remote violence,acled,2026-04-20 19:50:05
IRQ,2018,5255,3678,927,599,Explosions/Remote violence,acled,2026-04-20 19:50:05
PAK,2018,1225,6620,313,5696,Protests,acled,2026-04-20 19:50:05
BDI,2018,327,952,42,144,Violence against civilians,acled,2026-04-20 19:50:05
AGO,2018,41,72,4,40,Protests,acled,2026-04-20 19:50:05
NPL,2018,19,1981,5,1714,Protests,acled,2026-04-20 19:50:05
ZMB,2018,17,59,1,39,Riots,acled,2026-04-20 19:50:05
KHM,2018,16,81,1,69,Protests,acled,2026-04-20 19:50:05
MMR,2018,261,1113,477,257,Battles,acled,2026-04-20 19:50:05
VNM,2018,3,60,0,46,Protests,acled,2026-04-20 19:50:05
PSE,2018,413,5847,110,4010,Riots,acled,2026-04-20 19:50:05
ISR,2018,7,799,10,462,Protests,acled,2026-04-20 19:50:05
KWT,2018,0,5,0,5,Protests,acled,2026-04-20 19:50:05
LBN,2018,36,577,62,444,Protests,acled,2026-04-20 19:50:05
IRN,2018,258,3206,43,3014,Protests,acled,2026-04-20 19:50:05
BHR,2018,0,1634,0,1620,Protests,acled,2026-04-20 19:50:05
SLE,2018,10,109,4,68,Riots,acled,2026-04-20 19:50:05
COG,2018,28,16,0,6,Violence against civilians,acled,2026-04-20 19:50:05
PHL,2018,2118,2157,490,208,Violence against civilians,acled,2026-04-20 19:50:05
GNB,2018,0,9,0,9,Protests,acled,2026-04-20 19:50:05
LBR,2018,3,42,1,38,Protests,acled,2026-04-20 19:50:05
MAR,2018,7,238,1,216,Protests,acled,2026-04-20 19:50:05
RWA,2018,49,34,3,5,Violence against civilians,acled,2026-04-20 19:50:05
MWI,2018,16,48,0,43,Riots,acled,2026-04-20 19:50:05
ALB,2018,1,241,1,234,Protests,acled,2026-04-20 19:50:05
BLR,2018,0,122,0,106,Protests,acled,2026-04-20 19:50:05
BIH,2018,1,279,1,228,Protests,acled,2026-04-20 19:50:05
BGR,2018,0,376,0,375,Protests,acled,2026-04-20 19:50:05
GRC,2018,26,414,4,349,Protests,acled,2026-04-20 19:50:05
RUS,2018,122,1726,63,1300,Protests,acled,2026-04-20 19:50:05
SRB,2018,5,230,0,203,Protests,acled,2026-04-20 19:50:05
UKR,2018,896,15214,8021,1458,Battles,acled,2026-04-20 19:50:05
LAO,2018,0,3,0,1,Strategic developments,acled,2026-04-20 19:50:05
CYP,2018,1,102,0,95,Protests,acled,2026-04-20 19:50:05
MDA,2018,0,215,0,180,Protests,acled,2026-04-20 19:50:05
TCD,2018,259,83,28,15,Battles,acled,2026-04-20 19:50:05
ERI,2018,1,6,0,1,Strategic developments,acled,2026-04-20 19:50:05
SDN,2018,1054,749,152,206,Violence against civilians,acled,2026-04-20 19:50:05
JOR,2018,20,795,23,743,Protests,acled,2026-04-20 19:50:05
IDN,2018,174,1092,44,947,Protests,acled,2026-04-20 19:50:05
BGD,2018,268,1304,68,1010,Protests,acled,2026-04-20 19:50:05
MYS,2018,14,197,4,172,Protests,acled,2026-04-20 19:50:05
SSD,2018,1716,886,440,29,Battles,acled,2026-04-20 19:50:05
SWZ,2018,0,10,0,8,Protests,acled,2026-04-20 19:50:05
MLI,2018,1747,751,202,75,Violence against civilians,acled,2026-04-20 19:50:05
ARM,2018,6,1756,1317,377,Battles,acled,2026-04-20 19:50:05
AZE,2018,47,8451,8343,63,Battles,acled,2026-04-20 19:50:05
KAZ,2018,3,186,3,165,Protests,acled,2026-04-20 19:50:05
KGZ,2018,4,194,2,161,Protests,acled,2026-04-20 19:50:05
TJK,2018,64,29,0,10,Violence against civilians,acled,2026-04-20 19:50:05
TKM,2018,25,7,1,3,Violence against civilians,acled,2026-04-20 19:50:05
UZB,2018,2,29,0,14,Violence against civilians,acled,2026-04-20 19:50:05
NER,2018,506,168,40,29,Violence against civilians,acled,2026-04-20 19:50:05
SAU,2018,1514,862,208,3,Explosions/Remote violence,acled,2026-04-20 19:50:05
ROU,2018,0,559,0,554,Protests,acled,2026-04-20 19:50:05
DJI,2018,0,3,0,1,Strategic developments,acled,2026-04-20 19:50:05
GNQ,2018,4,8,2,0,Violence against civilians,acled,2026-04-20 19:50:05
LBY,2018,1226,797,253,131,Battles,acled,2026-04-20 19:50:05
GMB,2018,3,12,1,10,Riots,acled,2026-04-20 19:50:05
AFG,2018,43264,14135,9551,227,Battles,acled,2026-04-20 19:50:05
BWA,2018,2,12,0,12,Protests,acled,2026-04-20 19:50:05
CHN,2018,42,3706,3,2574,Protests,acled,2026-04-20 19:50:05
KOR,2018,0,4023,0,4021,Protests,acled,2026-04-20 19:50:05
TWN,2018,0,683,0,681,Protests,acled,2026-04-20 19:50:05
PRK,2018,0,29,0,0,Strategic developments,acled,2026-04-20 19:50:05
MNG,2018,1,73,0,66,Protests,acled,2026-04-20 19:50:05
CUB,2018,0,20,0,14,Protests,acled,2026-04-20 19:50:05
GRD,2018,0,10,0,10,Protests,acled,2026-04-20 19:50:05
GTM,2018,800,1111,492,242,Battles,acled,2026-04-20 19:50:05
GUY,2018,1,104,1,99,Protests,acled,2026-04-20 19:50:05
HND,2018,793,1253,77,544,Violence against civilians,acled,2026-04-20 19:50:05
JAM,2018,224,235,58,35,Violence against civilians,acled,2026-04-20 19:50:05
NIC,2018,356,1046,2,989,Protests,acled,2026-04-20 19:50:05
PAN,2018,2,534,0,531,Protests,acled,2026-04-20 19:50:05
PRI,2018,125,238,21,91,Violence against civilians,acled,2026-04-20 19:50:05
SLV,2018,962,977,349,167,Violence against civilians,acled,2026-04-20 19:50:05
SUR,2018,1,35,1,28,Protests,acled,2026-04-20 19:50:05
TTO,2018,243,415,70,122,Violence against civilians,acled,2026-04-20 19:50:05
GUF,2018,0,46,0,44,Protests,acled,2026-04-20 19:50:05
GLP,2018,1,45,0,44,Protests,acled,2026-04-20 19:50:05
HTI,2018,296,533,61,361,Protests,acled,2026-04-20 19:50:05
BLZ,2018,91,200,39,34,Violence against civilians,acled,2026-04-20 19:50:05
CRI,2018,2,320,0,319,Protests,acled,2026-04-20 19:50:05
BHS,2018,0,25,0,22,Protests,acled,2026-04-20 19:50:05
BES,2018,0,4,0,4,Protests,acled,2026-04-20 19:50:05
SXM,2018,0,1,0,1,Protests,acled,2026-04-20 19:50:05
CUW,2018,0,9,0,8,Protests,acled,2026-04-20 19:50:05
DOM,2018,21,103,3,76,Protests,acled,2026-04-20 19:50:05
DMA,2018,0,11,0,11,Protests,acled,2026-04-20 19:50:05
BRB,2018,0,3,1,2,Protests,acled,2026-04-20 19:50:05
KNA,2018,1,4,0,2,Protests,acled,2026-04-20 19:50:05
ARG,2018,27,2130,0,2060,Protests,acled,2026-04-20 19:50:05
BOL,2018,26,335,7,325,Protests,acled,2026-04-20 19:50:05
BRA,2018,7373,18058,4632,7516,Protests,acled,2026-04-20 19:50:05
CHL,2018,4,1486,16,1315,Protests,acled,2026-04-20 19:50:05
COL,2018,1503,2798,535,528,Violence against civilians,acled,2026-04-20 19:50:05
PER,2018,19,419,5,403,Protests,acled,2026-04-20 19:50:05
VEN,2018,3221,4271,1037,2285,Protests,acled,2026-04-20 19:50:05
PRY,2018,6,303,3,289,Protests,acled,2026-04-20 19:50:05
URY,2018,0,54,0,52,Protests,acled,2026-04-20 19:50:05
MEX,2018,9595,13050,1563,5103,Violence against civilians,acled,2026-04-20 19:50:05
